priority_rank,date_key,store_id,store_name,city_id,sku_id,sku_name,category,risk_score,risk_level,hours_to_stockout,days_of_cover,current_closing_stock,projected_inventory,reorder_point,target_stock,recommended_quantity,case_pack_size,lost_sales_exposure,reason,action
401,20260629,40,HYD_DS_10,4,55,BEVE_WATE_25,Beverages,20,Low,34.9,1.94,146,146,150,564,420,12,0.0,Projected inventory (146) breached ROP (150). Target: 564.,Scheduled Replenishment
402,20260629,9,BEN_DS_09,1,73,SNAC_NAMK_13,Snacks,20,Low,35.1,1.95,159,159,298,623,480,24,0.0,Projected inventory (159) breached ROP (298). Target: 623.,Scheduled Replenishment
403,20260629,1,BEN_DS_01,1,245,BABY_DIAP_05,Baby Care,20,Low,35.3,1.96,55,55,70,210,156,12,0.0,Projected inventory (55) breached ROP (70). Target: 210.,Scheduled Replenishment
404,20260629,9,BEN_DS_09,1,153,STAP_DALS_03,Staples,20,Low,35.3,1.96,34,34,84,136,120,24,0.0,Projected inventory (34) breached ROP (84). Target: 136.,Scheduled Replenishment
405,20260629,17,DEL_DS_07,2,26,DAIR_MILK_26,Dairy,20,Low,35.3,1.96,91,91,174,359,270,6,0.0,Projected inventory (91) breached ROP (174). Target: 359.,Scheduled Replenishment
406,20260629,23,MUM_DS_03,3,148,FRUI_DAIL_28,Fruits & Vegetables,20,Low,35.3,1.96,142,142,183,546,408,8,0.0,Projected inventory (142) breached ROP (183). Target: 546.,Scheduled Replenishment
407,20260629,8,BEN_DS_08,1,106,PACK_NOOD_16,Packaged Foods,20,Low,35.5,1.97,54,54,70,207,160,8,0.0,Projected inventory (54) breached ROP (70). Target: 207.,Scheduled Replenishment
408,20260629,8,BEN_DS_08,1,149,FRUI_SEAS_29,Fruits & Vegetables,20,Low,35.5,1.97,104,104,105,395,312,24,0.0,Projected inventory (104) breached ROP (105). Target: 395.,Scheduled Replenishment
409,20260629,28,MUM_DS_08,3,142,FRUI_EXOT_22,Fruits & Vegetables,20,Low,35.5,1.97,128,128,157,515,392,8,0.0,Projected inventory (128) breached ROP (157). Target: 515.,Scheduled Replenishment
410,20260629,33,HYD_DS_03,4,49,BEVE_ENER_19,Beverages,20,Low,35.6,1.98,92,92,96,352,264,12,0.0,Projected inventory (92) breached ROP (96). Target: 352.,Scheduled Replenishment
411,20260629,9,BEN_DS_09,1,14,DAIR_CHEE_14,Dairy,20,Low,35.8,1.99,157,157,196,591,456,24,0.0,Projected inventory (157) breached ROP (196). Target: 591.,Scheduled Replenishment
412,20260629,18,DEL_DS_08,2,160,STAP_SPIC_10,Staples,20,Low,35.8,1.99,61,61,80,233,172,4,0.0,Projected inventory (61) breached ROP (80). Target: 233.,Scheduled Replenishment
413,20260629,26,MUM_DS_06,3,28,DAIR_BUTT_28,Dairy,20,Low,35.8,1.99,102,102,134,389,288,24,0.0,Projected inventory (102) breached ROP (134). Target: 389.,Scheduled Replenishment
414,20260629,26,MUM_DS_06,3,160,STAP_SPIC_10,Staples,20,Low,37.4,2.08,84,84,124,327,244,4,0.0,Projected inventory (84) breached ROP (124). Target: 327.,Scheduled Replenishment
415,20260629,23,MUM_DS_03,3,40,BEVE_WATE_10,Beverages,20,Low,47.2,2.62,214,214,303,630,416,4,0.0,Projected inventory (214) breached ROP (303). Target: 630.,Scheduled Replenishment
416,20260629,2,BEN_DS_02,1,63,SNAC_NAMK_03,Snacks,20,Low,47.3,2.63,180,180,249,523,344,8,0.0,Projected inventory (180) breached ROP (249). Target: 523.,Scheduled Replenishment
417,20260629,21,MUM_DS_01,3,40,BEVE_WATE_10,Beverages,20,Low,47.9,2.66,203,203,284,589,388,4,0.0,Projected inventory (203) breached ROP (284). Target: 589.,Scheduled Replenishment
418,20260629,10,BEN_DS_10,1,126,FRUI_FRES_06,Fruits & Vegetables,20,Low,50.6,2.81,184,184,237,499,320,8,0.0,Projected inventory (184) breached ROP (237). Target: 499.,Scheduled Replenishment
419,20260629,29,MUM_DS_09,3,126,FRUI_FRES_06,Fruits & Vegetables,20,Low,50.9,2.83,211,211,275,574,368,8,0.0,Projected inventory (211) breached ROP (275). Target: 574.,Scheduled Replenishment
420,20260629,39,HYD_DS_09,4,31,BEVE_JUIC_01,Beverages,20,Low,50.9,2.83,226,226,292,612,396,12,0.0,Projected inventory (226) breached ROP (292). Target: 612.,Scheduled Replenishment
421,20260629,2,BEN_DS_02,1,40,BEVE_WATE_10,Beverages,20,Low,52.6,2.92,220,220,278,580,360,4,0.0,Projected inventory (220) breached ROP (278). Target: 580.,Scheduled Replenishment
422,20260629,6,BEN_DS_06,1,123,FRUI_DAIL_03,Fruits & Vegetables,20,Low,52.6,2.92,90,90,116,239,156,12,0.0,Projected inventory (90) breached ROP (116). Target: 239.,Scheduled Replenishment
423,20260629,25,MUM_DS_05,3,31,BEVE_JUIC_01,Beverages,20,Low,53.5,2.97,231,231,289,600,372,12,0.0,Projected inventory (231) breached ROP (289). Target: 600.,Scheduled Replenishment
424,20260629,4,BEN_DS_04,1,8,DAIR_BUTT_08,Dairy,20,Low,54.0,3.0,222,222,273,569,348,4,0.0,Projected inventory (222) breached ROP (273). Target: 569.,Scheduled Replenishment
425,20260629,38,HYD_DS_08,4,63,SNAC_NAMK_03,Snacks,20,Low,54.0,3.0,146,146,181,376,232,8,0.0,Projected inventory (146) breached ROP (181). Target: 376.,Scheduled Replenishment
426,20260629,36,HYD_DS_06,4,63,SNAC_NAMK_03,Snacks,20,Low,55.6,3.09,136,136,163,339,208,8,0.0,Projected inventory (136) breached ROP (163). Target: 339.,Scheduled Replenishment
427,20260629,39,HYD_DS_09,4,8,DAIR_BUTT_08,Dairy,20,Low,55.8,3.1,255,255,305,635,380,4,0.0,Projected inventory (255) breached ROP (305). Target: 635.,Scheduled Replenishment
428,20260629,9,BEN_DS_09,1,61,SNAC_CHIP_01,Snacks,20,Low,56.2,3.12,224,224,265,553,336,24,0.0,Projected inventory (224) breached ROP (265). Target: 553.,Scheduled Replenishment
429,20260629,28,MUM_DS_08,3,61,SNAC_CHIP_01,Snacks,20,Low,56.3,3.13,205,205,239,501,312,24,0.0,Projected inventory (205) breached ROP (239). Target: 501.,Scheduled Replenishment
430,20260629,17,DEL_DS_07,2,35,BEVE_WATE_05,Beverages,20,Low,57.4,3.19,200,200,229,480,288,12,0.0,Projected inventory (200) breached ROP (229). Target: 480.,Scheduled Replenishment
431,20260629,6,BEN_DS_06,1,63,SNAC_NAMK_03,Snacks,20,Low,58.3,3.24,165,165,185,389,224,8,0.0,Projected inventory (165) breached ROP (185). Target: 389.,Scheduled Replenishment
432,20260629,17,DEL_DS_07,2,31,BEVE_JUIC_01,Beverages,20,Low,58.5,3.25,259,259,293,612,360,12,0.0,Projected inventory (259) breached ROP (293). Target: 612.,Scheduled Replenishment
433,20260629,36,HYD_DS_06,4,61,SNAC_CHIP_01,Snacks,20,Low,61.6,3.42,162,162,180,369,216,24,0.0,Projected inventory (162) breached ROP (180). Target: 369.,Scheduled Replenishment
434,20260629,9,BEN_DS_09,1,31,BEVE_JUIC_01,Beverages,20,Low,61.7,3.43,257,257,277,577,324,12,0.0,Projected inventory (257) breached ROP (277). Target: 577.,Scheduled Replenishment
435,20260629,34,HYD_DS_04,4,31,BEVE_JUIC_01,Beverages,20,Low,62.3,3.46,223,223,239,496,276,12,0.0,Projected inventory (223) breached ROP (239). Target: 496.,Scheduled Replenishment
436,20260629,39,HYD_DS_09,4,126,FRUI_FRES_06,Fruits & Vegetables,20,Low,62.3,3.46,225,225,244,504,280,8,0.0,Projected inventory (225) breached ROP (244). Target: 504.,Scheduled Replenishment
437,20260629,7,BEN_DS_07,1,35,BEVE_WATE_05,Beverages,20,Low,62.5,3.47,209,209,221,463,264,12,0.0,Projected inventory (209) breached ROP (221). Target: 463.,Scheduled Replenishment
438,20260629,21,MUM_DS_01,3,31,BEVE_JUIC_01,Beverages,20,Low,63.4,3.52,284,284,296,618,336,12,0.0,Projected inventory (284) breached ROP (296). Target: 618.,Scheduled Replenishment
439,20260629,10,BEN_DS_10,1,8,DAIR_BUTT_08,Dairy,20,Low,63.7,3.54,289,289,299,625,336,4,0.0,Projected inventory (289) breached ROP (299). Target: 625.,Scheduled Replenishment
440,20260629,35,HYD_DS_05,4,8,DAIR_BUTT_08,Dairy,20,Low,64.1,3.56,262,262,268,563,304,4,0.0,Projected inventory (262) breached ROP (268). Target: 563.,Scheduled Replenishment
441,20260629,16,DEL_DS_06,2,285,PET _PET _15,Pet Care,19,Low,26.6,1.48,15,15,17,77,64,8,0.0,Projected inventory (15) breached ROP (17). Target: 77.,Scheduled Replenishment
442,20260629,39,HYD_DS_09,4,295,PET _DOG _25,Pet Care,19,Low,26.8,1.49,17,17,17,86,72,12,0.0,Projected inventory (17) breached ROP (17). Target: 86.,Scheduled Replenishment
443,20260629,8,BEN_DS_08,1,189,PERS_SKIN_09,Personal Care,19,Low,27.0,1.5,15,15,26,76,66,6,0.0,Projected inventory (15) breached ROP (26). Target: 76.,Scheduled Replenishment
444,20260629,23,MUM_DS_03,3,236,HOUS_DETE_26,Household,19,Low,27.4,1.52,18,18,44,92,78,6,0.0,Projected inventory (18) breached ROP (44). Target: 92.,Scheduled Replenishment
445,20260629,18,DEL_DS_08,2,199,PERS_SKIN_19,Personal Care,19,Low,34.9,1.94,9,9,24,38,32,8,0.0,Projected inventory (9) breached ROP (24). Target: 38.,Scheduled Replenishment
446,20260629,10,BEN_DS_10,1,17,DAIR_CURD_17,Dairy,19,Low,36.2,2.01,142,142,260,542,400,4,0.0,Projected inventory (142) breached ROP (260). Target: 542.,Scheduled Replenishment
447,20260629,40,HYD_DS_10,4,58,BEVE_TEA _28,Beverages,19,Low,36.2,2.01,130,130,164,488,360,24,0.0,Projected inventory (130) breached ROP (164). Target: 488.,Scheduled Replenishment
448,20260629,4,BEN_DS_04,1,101,PACK_NOOD_11,Packaged Foods,19,Low,36.4,2.02,66,66,86,249,186,6,0.0,Projected inventory (66) breached ROP (86). Target: 249.,Scheduled Replenishment
449,20260629,16,DEL_DS_06,2,167,STAP_RICE_17,Staples,19,Low,36.4,2.02,79,79,105,300,222,6,0.0,Projected inventory (79) breached ROP (105). Target: 300.,Scheduled Replenishment
450,20260629,23,MUM_DS_03,3,159,STAP_EDIB_09,Staples,19,Low,36.4,2.02,74,74,95,278,204,4,0.0,Projected inventory (74) breached ROP (95). Target: 278.,Scheduled Replenishment
451,20260629,16,DEL_DS_06,2,179,STAP_EDIB_29,Staples,19,Low,36.5,2.03,83,83,108,313,240,24,0.0,Projected inventory (83) breached ROP (108). Target: 313.,Scheduled Replenishment
452,20260629,7,BEN_DS_07,1,135,FRUI_CUT _15,Fruits & Vegetables,19,Low,36.7,2.04,144,144,259,541,400,4,0.0,Projected inventory (144) breached ROP (259). Target: 541.,Scheduled Replenishment
453,20260629,16,DEL_DS_06,2,44,BEVE_ENER_14,Beverages,19,Low,36.9,2.05,120,120,216,450,336,8,0.0,Projected inventory (120) breached ROP (216). Target: 450.,Scheduled Replenishment
454,20260629,29,MUM_DS_09,3,249,BABY_DIAP_09,Baby Care,19,Low,36.9,2.05,58,58,75,217,160,8,0.0,Projected inventory (58) breached ROP (75). Target: 217.,Scheduled Replenishment
455,20260629,1,BEN_DS_01,1,174,STAP_EDIB_24,Staples,19,Low,37.1,2.06,79,79,143,297,222,6,0.0,Projected inventory (79) breached ROP (143). Target: 297.,Scheduled Replenishment
456,20260629,11,DEL_DS_01,2,166,STAP_ATTA_16,Staples,19,Low,37.3,2.07,41,41,96,155,120,12,0.0,Projected inventory (41) breached ROP (96). Target: 155.,Scheduled Replenishment
457,20260629,18,DEL_DS_08,2,60,BEVE_WATE_30,Beverages,19,Low,37.3,2.07,75,75,140,286,212,4,0.0,Projected inventory (75) breached ROP (140). Target: 286.,Scheduled Replenishment
458,20260629,29,MUM_DS_09,3,98,PACK_SAUC_08,Packaged Foods,19,Low,37.3,2.07,41,41,41,150,120,12,0.0,Projected inventory (41) breached ROP (41). Target: 150.,Scheduled Replenishment
459,20260629,24,MUM_DS_04,3,30,DAIR_PANE_30,Dairy,19,Low,37.4,2.08,121,121,153,443,336,24,0.0,Projected inventory (121) breached ROP (153). Target: 443.,Scheduled Replenishment
460,20260629,25,MUM_DS_05,3,57,BEVE_COLD_27,Beverages,19,Low,37.4,2.08,132,132,162,479,348,4,0.0,Projected inventory (132) breached ROP (162). Target: 479.,Scheduled Replenishment
461,20260629,29,MUM_DS_09,3,263,BABY_BABY_23,Baby Care,19,Low,37.4,2.08,52,52,64,189,140,4,0.0,Projected inventory (52) breached ROP (64). Target: 189.,Scheduled Replenishment
462,20260629,6,BEN_DS_06,1,188,PERS_ORAL_08,Personal Care,18,Low,28.1,1.56,5,5,6,25,20,4,0.0,Projected inventory (5) breached ROP (6). Target: 25.,Scheduled Replenishment
463,20260629,26,MUM_DS_06,3,226,HOUS_DETE_16,Household,18,Low,28.1,1.56,20,20,20,98,96,24,0.0,Projected inventory (20) breached ROP (20). Target: 98.,Scheduled Replenishment
464,20260629,9,BEN_DS_09,1,191,PERS_SOAP_11,Personal Care,18,Low,28.3,1.57,18,18,18,87,72,24,0.0,Projected inventory (18) breached ROP (18). Target: 87.,Scheduled Replenishment
465,20260629,34,HYD_DS_04,4,294,PET _PET _24,Pet Care,18,Low,28.4,1.58,6,6,15,30,24,8,0.0,Projected inventory (6) breached ROP (15). Target: 30.,Scheduled Replenishment
466,20260629,16,DEL_DS_06,2,232,HOUS_DISH_22,Household,18,Low,29.2,1.62,13,13,21,61,48,24,0.0,Projected inventory (13) breached ROP (21). Target: 61.,Scheduled Replenishment
467,20260629,39,HYD_DS_09,4,206,PERS_SOAP_26,Personal Care,18,Low,29.5,1.64,9,9,15,43,36,4,0.0,Projected inventory (9) breached ROP (15). Target: 43.,Scheduled Replenishment
468,20260629,25,MUM_DS_05,3,254,BABY_BABY_14,Baby Care,18,Low,37.6,2.09,44,44,56,161,120,24,0.0,Projected inventory (44) breached ROP (56). Target: 161.,Scheduled Replenishment
469,20260629,7,BEN_DS_07,1,261,BABY_DIAP_21,Baby Care,18,Low,37.8,2.1,37,37,85,138,104,4,0.0,Projected inventory (37) breached ROP (85). Target: 138.,Scheduled Replenishment
470,20260629,9,BEN_DS_09,1,256,BABY_BABY_16,Baby Care,18,Low,37.8,2.1,67,67,115,243,192,24,0.0,Projected inventory (67) breached ROP (115). Target: 243.,Scheduled Replenishment
471,20260629,9,BEN_DS_09,1,154,STAP_EDIB_04,Staples,18,Low,38.2,2.12,58,58,103,212,156,12,0.0,Projected inventory (58) breached ROP (103). Target: 212.,Scheduled Replenishment
472,20260629,29,MUM_DS_09,3,266,BABY_BABY_26,Baby Care,18,Low,38.2,2.12,45,45,56,162,120,24,0.0,Projected inventory (45) breached ROP (56). Target: 162.,Scheduled Replenishment
473,20260629,8,BEN_DS_08,1,266,BABY_BABY_26,Baby Care,18,Low,38.5,2.14,35,35,45,127,96,24,0.0,Projected inventory (35) breached ROP (45). Target: 127.,Scheduled Replenishment
474,20260629,24,MUM_DS_04,3,132,FRUI_EXOT_12,Fruits & Vegetables,18,Low,38.5,2.14,148,148,253,529,384,24,0.0,Projected inventory (148) breached ROP (253). Target: 529.,Scheduled Replenishment
475,20260629,39,HYD_DS_09,4,107,PACK_PAST_17,Packaged Foods,18,Low,38.5,2.14,55,55,97,199,144,12,0.0,Projected inventory (55) breached ROP (97). Target: 199.,Scheduled Replenishment
476,20260629,39,HYD_DS_09,4,263,BABY_BABY_23,Baby Care,18,Low,38.5,2.14,47,47,56,166,120,4,0.0,Projected inventory (47) breached ROP (56). Target: 166.,Scheduled Replenishment
477,20260629,9,BEN_DS_09,1,27,DAIR_CURD_27,Dairy,18,Low,38.7,2.15,143,143,272,538,396,4,0.0,Projected inventory (143) breached ROP (272). Target: 538.,Scheduled Replenishment
478,20260629,15,DEL_DS_05,2,41,BEVE_JUIC_11,Beverages,18,Low,38.7,2.15,94,94,162,336,264,24,0.0,Projected inventory (94) breached ROP (162). Target: 336.,Scheduled Replenishment
479,20260629,15,DEL_DS_05,2,256,BABY_BABY_16,Baby Care,18,Low,38.7,2.15,58,58,109,217,168,24,0.0,Projected inventory (58) breached ROP (109). Target: 217.,Scheduled Replenishment
480,20260629,16,DEL_DS_06,2,46,BEVE_JUIC_16,Beverages,18,Low,38.9,2.16,194,194,225,674,480,24,0.0,Projected inventory (194) breached ROP (225). Target: 674.,Scheduled Replenishment
481,20260629,29,MUM_DS_09,3,167,STAP_RICE_17,Staples,18,Low,38.9,2.16,96,96,126,348,252,6,0.0,Projected inventory (96) breached ROP (126). Target: 348.,Scheduled Replenishment
482,20260629,16,DEL_DS_06,2,249,BABY_DIAP_09,Baby Care,18,Low,39.1,2.17,56,56,66,196,144,8,0.0,Projected inventory (56) breached ROP (66). Target: 196.,Scheduled Replenishment
483,20260629,9,BEN_DS_09,1,278,PET _PET _08,Pet Care,17,Low,30.4,1.69,14,14,22,64,72,24,0.0,Projected inventory (14) breached ROP (22). Target: 64.,Scheduled Replenishment
484,20260629,9,BEN_DS_09,1,214,HOUS_DISP_04,Household,17,Low,30.6,1.7,18,18,41,83,72,8,0.0,Projected inventory (18) breached ROP (41). Target: 83.,Scheduled Replenishment
485,20260629,10,BEN_DS_10,1,188,PERS_ORAL_08,Personal Care,17,Low,30.6,1.7,8,8,8,36,28,4,0.0,Projected inventory (8) breached ROP (8). Target: 36.,Scheduled Replenishment
486,20260629,18,DEL_DS_08,2,189,PERS_SKIN_09,Personal Care,17,Low,31.0,1.72,16,16,24,71,60,6,0.0,Projected inventory (16) breached ROP (24). Target: 71.,Scheduled Replenishment
487,20260629,25,MUM_DS_05,3,148,FRUI_DAIL_28,Fruits & Vegetables,17,Low,39.4,2.19,143,143,165,493,352,8,0.0,Projected inventory (143) breached ROP (165). Target: 493.,Scheduled Replenishment
488,20260629,8,BEN_DS_08,1,132,FRUI_EXOT_12,Fruits & Vegetables,17,Low,39.6,2.2,170,170,282,591,432,24,0.0,Projected inventory (170) breached ROP (282). Target: 591.,Scheduled Replenishment
489,20260629,25,MUM_DS_05,3,159,STAP_EDIB_09,Staples,17,Low,39.6,2.2,75,75,88,258,184,4,0.0,Projected inventory (75) breached ROP (88). Target: 258.,Scheduled Replenishment
490,20260629,24,MUM_DS_04,3,133,FRUI_DAIL_13,Fruits & Vegetables,17,Low,39.8,2.21,120,120,142,414,294,6,0.0,Projected inventory (120) breached ROP (142). Target: 414.,Scheduled Replenishment
491,20260629,4,BEN_DS_04,1,114,PACK_BREA_24,Packaged Foods,17,Low,40.0,2.22,60,60,68,203,144,12,0.0,Projected inventory (60) breached ROP (68). Target: 203.,Scheduled Replenishment
492,20260629,23,MUM_DS_03,3,248,BABY_BABY_08,Baby Care,17,Low,40.0,2.22,61,61,74,212,156,6,0.0,Projected inventory (61) breached ROP (74). Target: 212.,Scheduled Replenishment
493,20260629,2,BEN_DS_02,1,58,BEVE_TEA _28,Beverages,17,Low,40.1,2.23,150,150,171,508,360,24,0.0,Projected inventory (150) breached ROP (171). Target: 508.,Scheduled Replenishment
494,20260629,7,BEN_DS_07,1,138,FRUI_DAIL_18,Fruits & Vegetables,17,Low,40.1,2.23,139,139,160,471,336,12,0.0,Projected inventory (139) breached ROP (160). Target: 471.,Scheduled Replenishment
495,20260629,16,DEL_DS_06,2,51,BEVE_JUIC_21,Beverages,17,Low,40.3,2.24,116,116,130,389,276,4,0.0,Projected inventory (116) breached ROP (130). Target: 389.,Scheduled Replenishment
496,20260629,23,MUM_DS_03,3,28,DAIR_BUTT_28,Dairy,17,Low,40.3,2.24,114,114,134,389,288,24,0.0,Projected inventory (114) breached ROP (134). Target: 389.,Scheduled Replenishment
497,20260629,6,BEN_DS_06,1,252,BABY_BABY_12,Baby Care,17,Low,40.7,2.26,63,63,134,218,156,4,0.0,Projected inventory (63) breached ROP (134). Target: 218.,Scheduled Replenishment
498,20260629,21,MUM_DS_01,3,75,SNAC_NUTS_15,Snacks,17,Low,40.7,2.26,90,90,149,309,240,24,0.0,Projected inventory (90) breached ROP (149). Target: 309.,Scheduled Replenishment
499,20260629,40,HYD_DS_10,4,119,PACK_BREA_29,Packaged Foods,17,Low,40.7,2.26,54,54,87,183,132,12,0.0,Projected inventory (54) breached ROP (87). Target: 183.,Scheduled Replenishment
500,20260629,8,BEN_DS_08,1,219,HOUS_DISP_09,Household,16,Low,31.7,1.76,19,19,42,85,72,24,0.0,Projected inventory (19) breached ROP (42). Target: 85.,Scheduled Replenishment
501,20260629,18,DEL_DS_08,2,234,HOUS_DISP_24,Household,16,Low,32.8,1.82,14,14,30,60,48,6,0.0,Projected inventory (14) breached ROP (30). Target: 60.,Scheduled Replenishment
502,20260629,23,MUM_DS_03,3,11,DAIR_MILK_11,Dairy,16,Low,40.9,2.27,140,140,227,473,336,8,0.0,Projected inventory (140) breached ROP (227). Target: 473.,Scheduled Replenishment
503,20260629,29,MUM_DS_09,3,75,SNAC_NUTS_15,Snacks,16,Low,40.9,2.27,102,102,169,349,264,24,0.0,Projected inventory (102) breached ROP (169). Target: 349.,Scheduled Replenishment
504,20260629,10,BEN_DS_10,1,255,BABY_BABY_15,Baby Care,16,Low,41.0,2.28,47,47,78,161,114,6,0.0,Projected inventory (47) breached ROP (78). Target: 161.,Scheduled Replenishment
505,20260629,23,MUM_DS_03,3,259,BABY_BABY_19,Baby Care,16,Low,41.0,2.28,42,42,48,141,108,12,0.0,Projected inventory (42) breached ROP (48). Target: 141.,Scheduled Replenishment
506,20260629,25,MUM_DS_05,3,180,STAP_SPIC_30,Staples,16,Low,41.0,2.28,76,76,87,254,180,4,0.0,Projected inventory (76) breached ROP (87). Target: 254.,Scheduled Replenishment
507,20260629,24,MUM_DS_04,3,41,BEVE_JUIC_11,Beverages,16,Low,41.4,2.3,110,110,176,368,264,24,0.0,Projected inventory (110) breached ROP (176). Target: 368.,Scheduled Replenishment
508,20260629,24,MUM_DS_04,3,104,PACK_BREA_14,Packaged Foods,16,Low,41.4,2.3,80,80,86,277,204,12,0.0,Projected inventory (80) breached ROP (86). Target: 277.,Scheduled Replenishment
509,20260629,26,MUM_DS_06,3,173,STAP_DALS_23,Staples,16,Low,41.4,2.3,52,52,111,178,144,24,0.0,Projected inventory (52) breached ROP (111). Target: 178.,Scheduled Replenishment
510,20260629,37,HYD_DS_07,4,60,BEVE_WATE_30,Beverages,16,Low,41.6,2.31,72,72,117,241,172,4,0.0,Projected inventory (72) breached ROP (117). Target: 241.,Scheduled Replenishment
511,20260629,29,MUM_DS_09,3,50,BEVE_WATE_20,Beverages,16,Low,41.8,2.32,117,117,188,390,276,6,0.0,Projected inventory (117) breached ROP (188). Target: 390.,Scheduled Replenishment
512,20260629,34,HYD_DS_04,4,180,STAP_SPIC_30,Staples,16,Low,41.8,2.32,65,65,72,212,148,4,0.0,Projected inventory (65) breached ROP (72). Target: 212.,Scheduled Replenishment
513,20260629,23,MUM_DS_03,3,12,DAIR_CURD_12,Dairy,16,Low,41.9,2.33,227,227,351,741,516,12,0.0,Projected inventory (227) breached ROP (351). Target: 741.,Scheduled Replenishment
514,20260629,23,MUM_DS_03,3,156,STAP_ATTA_06,Staples,16,Low,41.9,2.33,82,82,171,276,204,12,0.0,Projected inventory (82) breached ROP (171). Target: 276.,Scheduled Replenishment
515,20260629,6,BEN_DS_06,1,107,PACK_PAST_17,Packaged Foods,16,Low,42.1,2.34,45,45,72,149,108,12,0.0,Projected inventory (45) breached ROP (72). Target: 149.,Scheduled Replenishment
516,20260629,25,MUM_DS_05,3,75,SNAC_NUTS_15,Snacks,16,Low,42.1,2.34,89,89,140,292,216,24,0.0,Projected inventory (89) breached ROP (140). Target: 292.,Scheduled Replenishment
517,20260629,29,MUM_DS_09,3,78,SNAC_NAMK_18,Snacks,16,Low,42.1,2.34,202,202,216,647,450,6,0.0,Projected inventory (202) breached ROP (216). Target: 647.,Scheduled Replenishment
518,20260629,29,MUM_DS_09,3,133,FRUI_DAIL_13,Fruits & Vegetables,16,Low,42.3,2.35,191,191,213,618,432,6,0.0,Projected inventory (191) breached ROP (213). Target: 618.,Scheduled Replenishment
519,20260629,35,HYD_DS_05,4,24,DAIR_CHEE_24,Dairy,16,Low,42.3,2.35,186,186,292,608,432,12,0.0,Projected inventory (186) breached ROP (292). Target: 608.,Scheduled Replenishment
520,20260629,25,MUM_DS_05,3,11,DAIR_MILK_11,Dairy,16,Low,51.3,2.85,186,186,299,560,376,8,0.0,Projected inventory (186) breached ROP (299). Target: 560.,Scheduled Replenishment
521,20260629,1,BEN_DS_01,1,188,PERS_ORAL_08,Personal Care,15,Low,32.9,1.83,8,8,8,34,28,4,0.0,Projected inventory (8) breached ROP (8). Target: 34.,Scheduled Replenishment
522,20260629,7,BEN_DS_07,1,279,PET _DOG _09,Pet Care,15,Low,32.9,1.83,21,21,31,89,72,8,0.0,Projected inventory (21) breached ROP (31). Target: 89.,Scheduled Replenishment
523,20260629,8,BEN_DS_08,1,282,PET _PET _12,Pet Care,15,Low,32.9,1.83,8,8,18,35,48,24,0.0,Projected inventory (8) breached ROP (18). Target: 35.,Scheduled Replenishment
524,20260629,39,HYD_DS_09,4,279,PET _DOG _09,Pet Care,15,Low,32.9,1.83,22,22,32,92,72,8,0.0,Projected inventory (22) breached ROP (32). Target: 92.,Scheduled Replenishment
525,20260629,2,BEN_DS_02,1,233,HOUS_CLEA_23,Household,15,Low,33.1,1.84,24,24,64,103,84,6,0.0,Projected inventory (24) breached ROP (64). Target: 103.,Scheduled Replenishment
526,20260629,34,HYD_DS_04,4,184,PERS_SKIN_04,Personal Care,15,Low,33.1,1.84,10,10,16,44,48,24,0.0,Projected inventory (10) breached ROP (16). Target: 44.,Scheduled Replenishment
527,20260629,39,HYD_DS_09,4,205,PERS_SANI_25,Personal Care,15,Low,33.3,1.85,7,7,11,30,24,12,0.0,Projected inventory (7) breached ROP (11). Target: 30.,Scheduled Replenishment
528,20260629,40,HYD_DS_10,4,187,PERS_HAIR_07,Personal Care,15,Low,33.5,1.86,13,13,25,53,48,12,0.0,Projected inventory (13) breached ROP (25). Target: 53.,Scheduled Replenishment
529,20260629,29,MUM_DS_09,3,238,HOUS_CLEA_28,Household,15,Low,33.8,1.88,24,24,50,101,80,4,0.0,Projected inventory (24) breached ROP (50). Target: 101.,Scheduled Replenishment
530,20260629,2,BEN_DS_02,1,114,PACK_BREA_24,Packaged Foods,15,Low,42.5,2.36,70,70,74,222,156,12,0.0,Projected inventory (70) breached ROP (74). Target: 222.,Scheduled Replenishment
531,20260629,2,BEN_DS_02,1,168,STAP_DALS_18,Staples,15,Low,42.5,2.36,84,84,175,281,198,6,0.0,Projected inventory (84) breached ROP (175). Target: 281.,Scheduled Replenishment
532,20260629,10,BEN_DS_10,1,132,FRUI_EXOT_12,Fruits & Vegetables,15,Low,42.5,2.36,217,217,334,702,504,24,0.0,Projected inventory (217) breached ROP (334). Target: 702.,Scheduled Replenishment
533,20260629,37,HYD_DS_07,4,268,BABY_BABY_28,Baby Care,15,Low,42.5,2.36,32,32,38,105,80,8,0.0,Projected inventory (32) breached ROP (38). Target: 105.,Scheduled Replenishment
534,20260629,26,MUM_DS_06,3,138,FRUI_DAIL_18,Fruits & Vegetables,15,Low,42.7,2.37,163,163,171,515,360,12,0.0,Projected inventory (163) breached ROP (171). Target: 515.,Scheduled Replenishment
535,20260629,37,HYD_DS_07,4,170,STAP_SPIC_20,Staples,15,Low,42.7,2.37,69,69,108,224,160,8,0.0,Projected inventory (69) breached ROP (108). Target: 224.,Scheduled Replenishment
536,20260629,11,DEL_DS_01,2,160,STAP_SPIC_10,Staples,15,Low,42.8,2.38,65,65,71,208,144,4,0.0,Projected inventory (65) breached ROP (71). Target: 208.,Scheduled Replenishment
