transfer_id,city_id,source_store_id,source_store_name,destination_store_id,destination_store_name,sku_id,sku_name,category,recommended_quantity,source_doc_before,source_doc_after,destination_doc_before,destination_doc_after,destination_risk_score,hours_to_stockout,transfer_distance_km,transfer_cost,projected_source_stock,projected_destination_stock,estimated_lost_sales_avoided,reason
543,3,29,MUM_DS_09,25,MUM_DS_05,12,DAIR_CURD_12,Dairy,144,7.86,6.47,1.77,3.39,22,31.9,4.46,26.69,671,302,20678.4,Destination projected to breach safety stock within 31.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.5d). Distance is 4.5km within configured limit.
544,3,24,MUM_DS_04,26,MUM_DS_06,77,SNAC_BISC_17,Snacks,96,6.35,4.06,1.82,3.51,22,32.8,3.19,24.78,170,199,5212.8,Destination projected to breach safety stock within 32.8h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.1d). Distance is 3.2km within configured limit.
545,3,21,MUM_DS_01,26,MUM_DS_06,161,STAP_ATTA_11,Staples,28,4.77,3.08,1.76,3.26,22,31.7,11.71,37.56,51,61,11918.76,Destination projected to breach safety stock within 31.7h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 11.7km within configured limit.
546,3,30,MUM_DS_10,26,MUM_DS_06,264,BABY_BABY_24,Baby Care,16,4.44,3.26,1.79,2.61,22,32.2,2.99,24.48,44,51,2032.0,Destination projected to breach safety stock within 32.2h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 3.0km within configured limit.
547,3,27,MUM_DS_07,28,MUM_DS_08,43,BEVE_TEA _13,Beverages,112,5.12,3.24,1.81,3.47,22,32.6,1.68,22.52,194,235,4819.36,Destination projected to breach safety stock within 32.6h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 1.7km within configured limit.
548,3,27,MUM_DS_07,28,MUM_DS_08,71,SNAC_CHIP_11,Snacks,72,12.55,10.58,1.75,3.45,22,31.5,1.68,22.52,387,146,4911.84,Destination projected to breach safety stock within 31.5h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.6d). Distance is 1.7km within configured limit.
549,3,25,MUM_DS_05,29,MUM_DS_09,99,PACK_BREA_09,Packaged Foods,32,4.89,3.09,1.79,3.42,22,32.2,4.46,26.69,55,67,5005.44,Destination projected to breach safety stock within 32.2h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 4.5km within configured limit.
550,3,25,MUM_DS_05,29,MUM_DS_09,157,STAP_RICE_07,Staples,42,5.24,3.22,1.76,3.43,22,31.7,4.46,26.69,67,86,6016.5,Destination projected to breach safety stock within 31.7h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 4.5km within configured limit.
551,4,33,HYD_DS_03,35,HYD_DS_05,138,FRUI_DAIL_18,Fruits & Vegetables,96,14.96,12.53,1.78,3.45,22,32.0,2.64,23.95,495,198,2176.32,Destination projected to breach safety stock within 32.0h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 12.5d). Distance is 2.6km within configured limit.
552,1,9,BEN_DS_09,1,BEN_DS_01,57,BEVE_COLD_27,Beverages,84,4.51,3.11,1.88,3.27,21,33.8,2.56,23.83,186,198,10399.2,Destination projected to breach safety stock within 33.8h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 2.6km within configured limit.
553,1,10,BEN_DS_10,4,BEN_DS_04,148,FRUI_DAIL_28,Fruits & Vegetables,96,6.64,5.21,1.87,3.46,21,33.7,1.13,21.7,350,209,7253.76,Destination projected to breach safety stock within 33.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.2d). Distance is 1.1km within configured limit.
554,1,5,BEN_DS_05,7,BEN_DS_07,151,STAP_ATTA_01,Staples,48,4.58,2.99,1.83,3.22,21,32.9,3.79,25.68,90,111,19266.72,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 3.8km within configured limit.
555,1,8,BEN_DS_08,9,BEN_DS_09,87,SNAC_BISC_27,Snacks,120,8.46,6.64,1.83,3.46,21,32.9,2.21,23.31,437,255,24195.6,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.6d). Distance is 2.2km within configured limit.
556,1,4,BEN_DS_04,10,BEN_DS_10,90,SNAC_NUTS_30,Snacks,102,7.33,3.4,1.89,3.44,21,34.0,1.13,21.7,197,226,18116.22,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 1.1km within configured limit.
557,1,4,BEN_DS_04,10,BEN_DS_10,102,PACK_PAST_12,Packaged Foods,24,4.17,3.34,1.89,2.56,21,34.0,1.13,21.7,97,92,2472.72,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 1.1km within configured limit.
558,1,5,BEN_DS_05,10,BEN_DS_10,131,FRUI_FRES_11,Fruits & Vegetables,72,4.88,2.96,1.9,3.46,21,34.2,3.82,25.73,111,160,7206.48,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 3.8km within configured limit.
559,2,18,DEL_DS_08,12,DEL_DS_02,251,BABY_BABY_11,Baby Care,36,4.31,3.0,1.89,3.01,21,34.0,0.72,21.08,83,97,6035.04,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 0.7km within configured limit.
560,2,16,DEL_DS_06,14,DEL_DS_04,77,SNAC_BISC_17,Snacks,88,4.49,2.95,1.84,3.43,21,33.1,7.3,30.96,169,190,4778.4,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 7.3km within configured limit.
561,2,12,DEL_DS_02,14,DEL_DS_04,99,PACK_BREA_09,Packaged Foods,28,4.8,3.2,1.88,3.43,21,33.8,11.9,37.85,56,62,4379.76,Destination projected to breach safety stock within 33.8h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 11.9km within configured limit.
562,2,16,DEL_DS_06,14,DEL_DS_04,141,FRUI_FRES_21,Fruits & Vegetables,96,4.29,2.91,1.85,3.29,21,33.3,7.3,30.96,204,219,1871.04,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 7.3km within configured limit.
563,2,16,DEL_DS_06,14,DEL_DS_04,161,STAP_ATTA_11,Staples,24,4.31,3.03,1.9,3.25,21,34.2,7.3,30.96,57,58,10216.08,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 7.3km within configured limit.
564,2,13,DEL_DS_03,14,DEL_DS_04,246,BABY_BABY_06,Baby Care,60,5.59,3.4,1.84,3.4,21,33.1,9.45,34.17,93,131,9741.0,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 9.4km within configured limit.
565,2,15,DEL_DS_05,16,DEL_DS_06,54,BEVE_ENER_24,Beverages,120,7.45,5.16,1.83,3.33,21,32.9,4.65,26.98,271,266,10244.4,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.2d). Distance is 4.7km within configured limit.
566,2,15,DEL_DS_05,16,DEL_DS_06,92,PACK_PAST_02,Packaged Foods,48,7.3,3.13,1.83,3.22,21,32.9,4.65,26.98,72,111,2520.48,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 4.7km within configured limit.
567,2,15,DEL_DS_05,16,DEL_DS_06,265,BABY_DIAP_25,Baby Care,66,6.93,4.53,1.83,3.43,21,32.9,4.65,26.98,125,141,10777.8,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.5d). Distance is 4.7km within configured limit.
568,2,20,DEL_DS_10,17,DEL_DS_07,12,DAIR_CURD_12,Dairy,132,17.4,15.48,1.9,3.4,21,34.2,3.43,25.15,1065,299,18955.2,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 15.5d). Distance is 3.4km within configured limit.
569,2,20,DEL_DS_10,17,DEL_DS_07,164,STAP_EDIB_14,Staples,24,12.41,10.3,1.84,3.36,21,33.1,3.43,25.15,117,53,8806.56,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.3d). Distance is 3.4km within configured limit.
570,2,20,DEL_DS_10,17,DEL_DS_07,257,BABY_DIAP_17,Baby Care,54,4.99,3.05,1.87,3.44,21,33.7,3.43,25.15,85,118,18300.6,Destination projected to breach safety stock within 33.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 3.4km within configured limit.
571,2,12,DEL_DS_02,18,DEL_DS_08,111,PACK_NOOD_21,Packaged Foods,36,4.9,3.5,1.88,3.46,21,33.8,0.72,21.08,90,79,5342.4,Destination projected to breach safety stock within 33.8h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 0.7km within configured limit.
572,2,11,DEL_DS_01,18,DEL_DS_08,115,PACK_READ_25,Packaged Foods,24,4.84,3.25,1.86,3.29,21,33.5,1.25,21.87,49,55,5685.84,Destination projected to breach safety stock within 33.5h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 1.2km within configured limit.
573,2,12,DEL_DS_02,18,DEL_DS_08,136,FRUI_FRES_16,Fruits & Vegetables,56,4.85,3.34,1.84,3.52,21,33.1,0.72,21.08,124,117,5858.16,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 0.7km within configured limit.
574,2,11,DEL_DS_01,18,DEL_DS_08,152,STAP_RICE_02,Staples,54,4.82,3.01,1.87,3.52,21,33.7,1.25,21.87,90,115,12485.88,Destination projected to breach safety stock within 33.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 1.2km within configured limit.
575,2,15,DEL_DS_05,18,DEL_DS_08,244,BABY_BABY_04,Baby Care,40,5.54,3.52,1.87,3.5,21,33.7,2.4,23.6,70,86,4276.0,Destination projected to breach safety stock within 33.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 2.4km within configured limit.
576,2,11,DEL_DS_01,18,DEL_DS_08,246,BABY_BABY_06,Baby Care,54,4.94,3.08,1.86,3.46,21,33.5,1.25,21.87,89,117,8766.9,Destination projected to breach safety stock within 33.5h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 1.2km within configured limit.
577,2,20,DEL_DS_10,19,DEL_DS_09,29,DAIR_CHEE_29,Dairy,56,4.53,3.05,1.89,3.11,21,34.0,2.12,23.18,116,143,12849.2,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 2.1km within configured limit.
578,2,20,DEL_DS_10,19,DEL_DS_09,174,STAP_EDIB_24,Staples,66,15.3,13.1,1.83,3.5,21,32.9,2.12,23.18,394,138,33770.22,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 13.1d). Distance is 2.1km within configured limit.
579,3,24,MUM_DS_04,21,MUM_DS_01,21,DAIR_MILK_21,Dairy,132,15.05,12.91,1.85,3.5,21,33.3,8.86,33.29,798,280,7851.36,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 12.9d). Distance is 8.9km within configured limit.
580,3,28,MUM_DS_08,21,MUM_DS_01,83,SNAC_NAMK_23,Snacks,112,4.44,2.86,1.89,3.2,21,34.0,8.05,32.08,202,274,17075.52,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 8.1km within configured limit.
581,3,28,MUM_DS_08,21,MUM_DS_01,247,BABY_BABY_07,Baby Care,8,5.51,3.13,1.87,2.12,21,33.7,8.05,32.08,84,66,3233.28,Destination projected to breach safety stock within 33.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 8.1km within configured limit.
582,3,23,MUM_DS_03,22,MUM_DS_02,94,PACK_BREA_04,Packaged Foods,24,4.47,3.57,1.9,2.75,21,34.2,5.8,28.7,95,78,1963.44,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 5.8km within configured limit.
583,3,24,MUM_DS_04,23,MUM_DS_03,52,BEVE_COLD_22,Beverages,48,7.05,5.33,1.86,3.08,21,33.5,0.92,21.38,149,121,6650.4,Destination projected to breach safety stock within 33.5h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.3d). Distance is 0.9km within configured limit.
584,3,21,MUM_DS_01,23,MUM_DS_03,53,BEVE_TEA _23,Beverages,144,4.59,2.89,1.84,3.48,21,33.1,8.81,33.21,245,306,5241.6,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 8.8km within configured limit.
585,3,24,MUM_DS_04,23,MUM_DS_03,92,PACK_PAST_02,Packaged Foods,56,5.14,2.94,1.85,3.46,21,33.3,0.92,21.38,75,120,2940.56,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 0.9km within configured limit.
586,3,24,MUM_DS_04,23,MUM_DS_03,180,STAP_SPIC_30,Staples,20,6.78,3.18,1.85,2.41,21,33.3,0.92,21.38,85,87,6518.6,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 0.9km within configured limit.
587,3,29,MUM_DS_09,25,MUM_DS_05,74,SNAC_CHOC_14,Snacks,72,5.74,4.48,1.87,3.39,21,33.7,4.46,26.69,257,161,4831.2,Destination projected to breach safety stock within 33.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.5d). Distance is 4.5km within configured limit.
588,3,21,MUM_DS_01,25,MUM_DS_05,85,SNAC_NUTS_25,Snacks,60,6.48,4.91,1.9,3.36,21,34.2,8.62,32.93,188,138,10329.0,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.9d). Distance is 8.6km within configured limit.
589,3,29,MUM_DS_09,25,MUM_DS_05,109,PACK_BREA_19,Packaged Foods,24,4.61,3.37,1.89,3.31,21,34.0,4.46,26.69,65,56,4952.16,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 4.5km within configured limit.
590,3,30,MUM_DS_10,26,MUM_DS_06,43,BEVE_TEA _13,Beverages,128,5.45,3.2,1.84,3.42,21,33.1,2.99,24.48,182,277,5507.84,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 3.0km within configured limit.
591,3,23,MUM_DS_03,26,MUM_DS_06,82,SNAC_BISC_22,Snacks,100,4.41,2.87,1.89,3.5,21,34.0,3.81,25.72,186,218,16396.0,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 3.8km within configured limit.
592,3,24,MUM_DS_04,26,MUM_DS_06,178,STAP_DALS_28,Staples,64,5.31,3.22,1.85,3.36,21,33.3,3.19,24.78,99,142,34067.84,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 3.2km within configured limit.
593,3,24,MUM_DS_04,26,MUM_DS_06,242,BABY_BABY_02,Baby Care,60,6.52,4.32,1.85,3.48,21,33.3,3.19,24.78,118,128,31888.2,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.3d). Distance is 3.2km within configured limit.
594,3,27,MUM_DS_07,28,MUM_DS_08,53,BEVE_TEA _23,Beverages,112,5.18,3.36,1.89,3.46,21,34.0,1.68,22.52,207,247,4076.8,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 1.7km within configured limit.
595,3,25,MUM_DS_05,29,MUM_DS_09,142,FRUI_EXOT_22,Fruits & Vegetables,64,4.19,3.26,1.83,2.69,21,32.9,4.46,26.69,225,199,4096.0,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 4.5km within configured limit.
596,3,24,MUM_DS_04,30,MUM_DS_10,171,STAP_ATTA_21,Staples,24,24.27,20.54,1.86,3.29,21,33.5,5.06,27.58,330,55,7901.52,Destination projected to breach safety stock within 33.5h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 20.5d). Distance is 5.1km within configured limit.
597,4,35,HYD_DS_05,33,HYD_DS_03,71,SNAC_CHIP_11,Snacks,48,4.9,3.79,1.84,3.41,21,33.1,2.64,23.95,164,104,3274.56,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 2.6km within configured limit.
598,4,33,HYD_DS_03,35,HYD_DS_05,76,SNAC_CHIP_16,Snacks,72,7.36,5.1,1.87,3.39,21,33.7,2.64,23.95,163,160,4651.92,Destination projected to breach safety stock within 33.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.1d). Distance is 2.6km within configured limit.
599,4,38,HYD_DS_08,39,HYD_DS_09,15,DAIR_PANE_15,Dairy,104,12.11,9.74,1.89,3.45,21,34.0,1.62,22.43,427,230,5308.16,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.7d). Distance is 1.6km within configured limit.
600,4,38,HYD_DS_08,39,HYD_DS_09,100,PACK_READ_10,Packaged Foods,64,6.35,4.06,1.84,3.47,21,33.1,1.62,22.43,113,136,6983.04,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.1d). Distance is 1.6km within configured limit.
601,4,38,HYD_DS_08,39,HYD_DS_09,111,PACK_NOOD_21,Packaged Foods,24,4.23,2.96,1.87,2.72,21,33.7,1.62,22.43,56,77,3561.6,Destination projected to breach safety stock within 33.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 1.6km within configured limit.
602,4,38,HYD_DS_08,39,HYD_DS_09,157,STAP_RICE_07,Staples,30,5.4,3.56,1.9,3.29,21,34.2,1.62,22.43,58,71,4297.5,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 1.6km within configured limit.
603,4,38,HYD_DS_08,40,HYD_DS_10,224,HOUS_DISP_14,Household,24,16.53,13.63,1.52,3.44,21,27.4,6.81,30.22,113,43,3147.36,Destination projected to breach safety stock within 27.4h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 13.6d). Distance is 6.8km within configured limit.
604,1,4,BEN_DS_04,1,BEN_DS_01,245,BABY_DIAP_05,Baby Care,36,5.43,4.12,1.96,3.25,20,35.3,1.33,22.0,113,91,17137.8,Destination projected to breach safety stock within 35.3h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.1d). Distance is 1.3km within configured limit.
605,1,8,BEN_DS_08,2,BEN_DS_02,177,STAP_RICE_27,Staples,40,8.42,6.59,1.91,3.44,20,34.4,6.72,30.08,144,90,4559.2,Destination projected to breach safety stock within 34.4h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.6d). Distance is 6.7km within configured limit.
606,1,4,BEN_DS_04,2,BEN_DS_02,242,BABY_BABY_02,Baby Care,36,4.23,3.09,1.94,2.95,20,34.9,11.15,36.73,97,105,19132.92,Destination projected to breach safety stock within 34.9h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 11.2km within configured limit.
607,1,2,BEN_DS_02,3,BEN_DS_03,90,SNAC_NUTS_30,Snacks,90,9.9,8.51,2.0,3.48,20,36.0,4.77,27.16,554,212,15984.9,Destination projected to breach safety stock within 36.0h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.5d). Distance is 4.8km within configured limit.
608,1,2,BEN_DS_02,3,BEN_DS_03,159,STAP_EDIB_09,Staples,48,5.63,4.15,1.93,3.45,20,34.7,4.77,27.16,135,109,26894.88,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 4.8km within configured limit.
609,1,9,BEN_DS_09,6,BEN_DS_06,146,FRUI_FRES_26,Fruits & Vegetables,48,4.02,3.06,1.97,2.99,20,35.5,2.25,23.37,152,140,1682.88,Destination projected to breach safety stock within 35.5h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 2.2km within configured limit.
610,1,9,BEN_DS_09,8,BEN_DS_08,45,BEVE_WATE_15,Beverages,108,11.86,10.49,1.93,3.41,20,34.7,2.21,23.31,824,249,11659.68,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.5d). Distance is 2.2km within configured limit.
611,1,6,BEN_DS_06,8,BEN_DS_08,76,SNAC_CHIP_16,Snacks,8,5.38,2.98,1.97,2.15,20,35.5,2.88,24.32,119,98,516.88,Destination projected to breach safety stock within 35.5h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 2.9km within configured limit.
612,1,9,BEN_DS_09,8,BEN_DS_08,106,PACK_NOOD_16,Packaged Foods,40,4.56,3.32,1.97,3.44,20,35.5,2.21,23.31,107,94,8413.6,Destination projected to breach safety stock within 35.5h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 2.2km within configured limit.
613,1,9,BEN_DS_09,8,BEN_DS_08,149,FRUI_SEAS_29,Fruits & Vegetables,72,6.45,3.08,1.97,3.33,20,35.5,2.21,23.31,176,176,7486.56,Destination projected to breach safety stock within 35.5h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 2.2km within configured limit.
614,1,5,BEN_DS_05,8,BEN_DS_08,161,STAP_ATTA_11,Staples,20,5.0,3.82,1.97,3.33,20,35.5,8.73,33.1,65,49,8513.4,Destination projected to breach safety stock within 35.5h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 8.7km within configured limit.
615,1,8,BEN_DS_08,9,BEN_DS_09,14,DAIR_CHEE_14,Dairy,96,4.67,3.35,1.99,3.21,20,35.8,2.21,23.31,244,253,18312.96,Destination projected to breach safety stock within 35.8h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 2.2km within configured limit.
616,1,8,BEN_DS_08,9,BEN_DS_09,73,SNAC_NAMK_13,Snacks,120,9.28,7.82,1.95,3.43,20,35.1,2.21,23.31,645,279,11055.6,Destination projected to breach safety stock within 35.1h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.8d). Distance is 2.2km within configured limit.
617,1,8,BEN_DS_08,9,BEN_DS_09,153,STAP_DALS_03,Staples,24,24.54,23.05,1.96,3.34,20,35.3,2.21,23.31,372,58,6291.84,Destination projected to breach safety stock within 35.3h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 23.1d). Distance is 2.2km within configured limit.
618,1,4,BEN_DS_04,10,BEN_DS_10,53,BEVE_TEA _23,Beverages,144,4.88,3.11,1.96,3.48,20,35.3,1.13,21.7,254,329,5241.6,Destination projected to breach safety stock within 35.3h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 1.1km within configured limit.
619,1,5,BEN_DS_05,10,BEN_DS_10,76,SNAC_CHIP_16,Snacks,80,5.98,4.15,1.99,3.49,20,35.8,3.82,25.73,181,186,5168.8,Destination projected to breach safety stock within 35.8h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 3.8km within configured limit.
620,1,4,BEN_DS_04,10,BEN_DS_10,83,SNAC_NAMK_23,Snacks,120,5.38,3.78,1.99,3.43,20,35.8,1.13,21.7,284,287,18295.2,Destination projected to breach safety stock within 35.8h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 1.1km within configured limit.
621,2,18,DEL_DS_08,12,DEL_DS_02,96,PACK_NOOD_06,Packaged Foods,48,5.4,3.58,1.95,3.45,20,35.1,0.72,21.08,94,110,8672.16,Destination projected to breach safety stock within 35.1h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 0.7km within configured limit.
622,2,18,DEL_DS_08,12,DEL_DS_02,178,STAP_DALS_28,Staples,64,5.65,3.8,1.93,3.5,20,34.7,0.72,21.08,132,143,34067.84,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 0.7km within configured limit.
623,2,19,DEL_DS_09,13,DEL_DS_03,262,BABY_BABY_22,Baby Care,42,5.57,4.41,1.97,3.53,20,35.5,1.71,22.57,159,95,15684.9,Destination projected to breach safety stock within 35.5h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 1.7km within configured limit.
624,2,13,DEL_DS_03,14,DEL_DS_04,101,PACK_NOOD_11,Packaged Foods,60,7.59,5.45,1.94,3.49,20,34.9,9.45,34.17,153,135,7855.8,Destination projected to breach safety stock within 34.9h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.5d). Distance is 9.4km within configured limit.
625,2,13,DEL_DS_03,14,DEL_DS_04,131,FRUI_FRES_11,Fruits & Vegetables,72,5.8,3.97,1.96,3.49,20,35.3,9.45,34.17,156,164,7206.48,Destination projected to breach safety stock within 35.3h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.0d). Distance is 9.4km within configured limit.
626,2,16,DEL_DS_06,14,DEL_DS_04,134,FRUI_SEAS_14,Fruits & Vegetables,88,4.4,2.93,1.92,3.41,20,34.6,7.3,30.96,176,202,3314.08,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 7.3km within configured limit.
